edition,edition_id,country_noc,sport,event,medal,gold,silver,bronze,total,year,country
2012 Summer Olympics,54,ETH,Athletics,"5,000 metres, Women",Bronze,0.0,0.0,1.0,1.0,2012,Ethiopia
2012 Summer Olympics,54,ETH,Athletics,"5,000 metres, Women",Gold,1.0,0.0,0.0,1.0,2012,Ethiopia
2012 Summer Olympics,54,ETH,Athletics,"Marathon, Women",Gold,1.0,0.0,0.0,1.0,2012,Ethiopia
2012 Summer Olympics,54,FIN,Athletics,"Javelin Throw, Men",Silver,0.0,1.0,0.0,1.0,2012,Finland
2012 Summer Olympics,54,FIN,Sailing,"Three Person Keelboat, Women",Bronze,0.0,0.0,1.0,1.0,2012,Finland
2012 Summer Olympics,54,FIN,Sailing,"Windsurfer, Women",Silver,0.0,1.0,0.0,1.0,2012,Finland
2012 Summer Olympics,54,FRA,Artistic Gymnastics,"Parallel Bars, Men",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Athletics,"3,000 metres Steeplechase, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Athletics,"4 × 100 metres Relay, Men",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Athletics,"Pole Vault, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Basketball,"Basketball, Women",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Canoe Slalom,"Canadian Singles, Slalom, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Canoe Slalom,"Kayak Singles, Slalom, Women",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Cycling Mountain Bike,"Cross-Country, Women",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Cycling Track,"Omnium, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Cycling Track,"Sprint, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Cycling Track,"Team Sprint, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Handball,"Handball, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Half-Heavyweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Half-Lightweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Half-Middleweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Lightweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Judo,"Middleweight, Women",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Rowing,"Coxless Pairs, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Sailing,"One Person Heavyweight Dinghy, Men",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Shooting,"Air Pistol, 10 metres, Women",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Shooting,"Trap, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"200 metres Freestyle, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"200 metres Freestyle, Women",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"4 × 100 metres Freestyle Relay, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"4 × 200 metres Freestyle Relay, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"4 × 200 metres Freestyle Relay, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"400 metres Freestyle, Women",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Swimming,"50 metres Freestyle, Men",Gold,1.0,0.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Taekwondo,"Featherweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Taekwondo,"Heavyweight, Women",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Tennis,"Doubles, Men",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Tennis,"Doubles, Men",Silver,0.0,1.0,0.0,1.0,2012,France
2012 Summer Olympics,54,FRA,Wrestling,"Welterweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,2012,France
2012 Summer Olympics,54,GAB,Taekwondo,"Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Gabon
2012 Summer Olympics,54,GBR,Artistic Gymnastics,"Pommelled Horse, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Artistic Gymnastics,"Pommelled Horse, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Artistic Gymnastics,"Team All-Around, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Artistic Gymnastics,"Uneven Bars, Women",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Athletics,"10,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Athletics,"400 metres, Women",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Athletics,"5,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Athletics,"Heptathlon, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Athletics,"High Jump, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Athletics,"Long Jump, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Boxing,"Bantamweight, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Boxing,"Flyweight, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Boxing,"Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Boxing,"Super-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Boxing,"Welterweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Canoe Slalom,"Canadian Doubles, Slalom, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Canoe Slalom,"Canadian Doubles, Slalom, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Canoe Sprint,"Kayak Doubles, 200 metres, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Canoe Sprint,"Kayak Singles, 200 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Road,"Individual Time Trial, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Road,"Individual Time Trial, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Road,"Road Race, Individual, Women",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Keirin, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Keirin, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Omnium, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Omnium, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Sprint, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Sprint, Women",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Team Pursuit, 4,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Team Pursuit, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Cycling Track,"Team Sprint, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Diving,"Platform, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Equestrian Dressage,"Individual, Open",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Equestrian Dressage,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Equestrian Dressage,"Team, Open",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Equestrian Eventing,"Team, Open",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Equestrian Jumping,"Team, Open",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Hockey,"Hockey, Women",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Judo,"Half-Heavyweight, Women",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Judo,"Heavyweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Modern Pentathlon,"Individual, Women",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Coxless Fours, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Coxless Pairs, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Coxless Pairs, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Double Sculls, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Eights, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Lightweight Coxless Fours, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Lightweight Double Sculls, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Lightweight Double Sculls, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Rowing,"Single Sculls, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Sailing,"One Person Heavyweight Dinghy, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Sailing,"Two Person Dinghy, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Sailing,"Two Person Dinghy, Women",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Sailing,"Two Person Keelboat, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Sailing,"Windsurfer, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Shooting,"Double Trap, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Swimming,"200 metres Breaststroke, Men",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Swimming,"400 metres Freestyle, Women",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Swimming,"800 metres Freestyle, Women",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Taekwondo,"Featherweight, Women",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Taekwondo,"Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Tennis,"Doubles, Mixed",Silver,0.0,1.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Tennis,"Singles, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Triathlon,"Olympic Distance, Men",Gold,1.0,0.0,0.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GBR,Triathlon,"Olympic Distance, Men",Bronze,0.0,0.0,1.0,1.0,2012,Great Britain
2012 Summer Olympics,54,GEO,Judo,"Half-Lightweight, Men",Gold,1.0,0.0,0.0,1.0,2012,Georgia
2012 Summer Olympics,54,GEO,Wrestling,"Featherweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,2012,Georgia
2012 Summer Olympics,54,GEO,Wrestling,"Heavyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2012,Georgia
2012 Summer Olympics,54,GEO,Wrestling,"Light-Heavyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2012,Georgia
2012 Summer Olympics,54,GEO,Wrestling,"Lightweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,2012,Georgia
2012 Summer Olympics,54,GEO,Wrestling,"Welterweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,2012,Georgia
2012 Summer Olympics,54,GER,Artistic Gymnastics,"Horizontal Bar, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Artistic Gymnastics,"Individual All-Around, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Artistic Gymnastics,"Parallel Bars, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Discus Throw, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Hammer Throw, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Heptathlon, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Javelin Throw, Women",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Javelin Throw, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Pole Vault, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Pole Vault, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Athletics,"Shot Put, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Beach Volleyball,"Beach Volleyball, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Slalom,"Canadian Singles, Slalom, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Slalom,"Kayak Singles, Slalom, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Sprint,"Kayak Doubles, 500 metres, Women",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Sprint,"Kayak Fours, 500 metres, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Cycling Mountain Bike,"Cross-Country, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Cycling Road,"Individual Time Trial, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Cycling Road,"Individual Time Trial, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Cycling Track,"Keirin, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Cycling Track,"Team Sprint, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Cycling Track,"Team Sprint, Women",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Equestrian Dressage,"Team, Open",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Equestrian Eventing,"Individual, Open",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Equestrian Eventing,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Equestrian Eventing,"Team, Open",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Fencing,"Foil, Team, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Fencing,"Épée, Individual, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Hockey,"Hockey, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Judo,"Half-Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Judo,"Half-Middleweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Judo,"Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Judo,"Middleweight, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Marathon Swimming,"10 kilometres Open Water, Men",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Rowing,"Eights, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Rowing,"Quadruple Sculls, Men",Gold,1.0,0.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Rowing,"Quadruple Sculls, Women",Silver,0.0,1.0,0.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Table Tennis,"Singles, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Table Tennis,"Team, Men",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GER,Taekwondo,"Welterweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,Germany
2012 Summer Olympics,54,GRE,Judo,"Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Greece
2012 Summer Olympics,54,GRE,Rowing,"Lightweight Double Sculls, Women",Bronze,0.0,0.0,1.0,1.0,2012,Greece
2012 Summer Olympics,54,GRN,Athletics,"400 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Grenada
2012 Summer Olympics,54,GUA,Athletics,"20 kilometres Race Walk, Men",Silver,0.0,1.0,0.0,1.0,2012,Guatemala
2012 Summer Olympics,54,HKG,Cycling Track,"Keirin, Women",Bronze,0.0,0.0,1.0,1.0,2012,"Hong Kong, China"
2012 Summer Olympics,54,HUN,Artistic Gymnastics,"Pommelled Horse, Men",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Athletics,"Hammer Throw, Men",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Canoe Sprint,"Kayak Doubles, 500 metres, Women",Silver,0.0,1.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",Silver,0.0,1.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Canoe Sprint,"Kayak Fours, 500 metres, Women",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Canoe Sprint,"Kayak Singles, 200 metres, Women",Bronze,0.0,0.0,1.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Canoe Sprint,"Kayak Singles, 500 metres, Women",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Fencing,"Sabre, Individual, Men",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Judo,"Extra-Lightweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Judo,"Half-Lightweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Marathon Swimming,"10 kilometres Open Water, Women",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Modern Pentathlon,"Individual, Men",Bronze,0.0,0.0,1.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Swimming,"200 metres Breaststroke, Men",Gold,1.0,0.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Swimming,"200 metres Individual Medley, Men",Bronze,0.0,0.0,1.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Wrestling,"Featherweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Wrestling,"Middleweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2012,Hungary
2012 Summer Olympics,54,HUN,Wrestling,"Welterweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,2012,Hungary
2012 Summer Olympics,54,INA,Weightlifting,"Featherweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Indonesia
2012 Summer Olympics,54,INA,Weightlifting,"Featherweight, Women",Silver,0.0,1.0,0.0,1.0,2012,Indonesia
2012 Summer Olympics,54,INA,Weightlifting,"Lightweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Indonesia
2012 Summer Olympics,54,IND,Badminton,"Singles, Women",Bronze,0.0,0.0,1.0,1.0,2012,India
2012 Summer Olympics,54,IND,Boxing,"Flyweight, Women",Bronze,0.0,0.0,1.0,1.0,2012,India
2012 Summer Olympics,54,IND,Shooting,"Air Rifle, 10 metres, Men",Bronze,0.0,0.0,1.0,1.0,2012,India
2012 Summer Olympics,54,IND,Shooting,"Rapid-Fire Pistol, 25 metres, Men",Silver,0.0,1.0,0.0,1.0,2012,India
2012 Summer Olympics,54,IND,Wrestling,"Lightweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2012,India
2012 Summer Olympics,54,IND,Wrestling,"Welterweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,2012,India
2012 Summer Olympics,54,IRI,Athletics,"Discus Throw, Men",Silver,0.0,1.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Taekwondo,"Featherweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Weightlifting,"Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Weightlifting,"Light-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Weightlifting,"Middle-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Weightlifting,"Super-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Weightlifting,"Super-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Wrestling,"Featherweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Wrestling,"Heavyweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Wrestling,"Light-Heavyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Wrestling,"Lightweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Wrestling,"Middleweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRI,Wrestling,"Super-Heavyweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,2012,Islamic Republic of Iran
2012 Summer Olympics,54,IRL,Athletics,"50 kilometres Race Walk, Men",Bronze,0.0,0.0,1.0,1.0,2012,Ireland
2012 Summer Olympics,54,IRL,Boxing,"Bantamweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Ireland
2012 Summer Olympics,54,IRL,Boxing,"Flyweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Ireland
2012 Summer Olympics,54,IRL,Boxing,"Light-Flyweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Ireland
2012 Summer Olympics,54,IRL,Boxing,"Lightweight, Women",Gold,1.0,0.0,0.0,1.0,2012,Ireland
2012 Summer Olympics,54,IRL,Equestrian Jumping,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,2012,Ireland
2012 Summer Olympics,54,ITA,Archery,"Team, Men",Gold,1.0,0.0,0.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Artistic Gymnastics,"Rings, Men",Bronze,0.0,0.0,1.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Athletics,"Triple Jump, Men",Bronze,0.0,0.0,1.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Boxing,"Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Boxing,"Light-Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Boxing,"Super-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Canoe Slalom,"Kayak Singles, Slalom, Men",Gold,1.0,0.0,0.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Cycling Mountain Bike,"Cross-Country, Men",Bronze,0.0,0.0,1.0,1.0,2012,Italy
2012 Summer Olympics,54,ITA,Fencing,"Foil, Individual, Women",Gold,1.0,0.0,0.0,1.0,2012,Italy
