edition,edition_id,country_noc,sport,event,medal,gold,silver,bronze,total,year,country
1964 Summer Olympics,16,ARG,Equestrian Eventing,"Individual, Open",Silver,0.0,1.0,0.0,1.0,1964,Argentina
1964 Summer Olympics,16,AUS,Athletics,"10,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Athletics,"200 metres, Women",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Athletics,"400 metres, Women",Gold,1.0,0.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Athletics,"400 metres, Women",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Athletics,"80 metres Hurdles, Women",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Athletics,"High Jump, Women",Silver,0.0,1.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Hockey,"Hockey, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Judo,"Open Class, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Sailing,"5.5 metres, Open",Gold,1.0,0.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"1,500 metres Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"1,500 metres Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"100 metres Freestyle, Women",Gold,1.0,0.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"200 metres Breaststroke, Men",Gold,1.0,0.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"200 metres Butterfly, Men",Gold,1.0,0.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"4 × 100 metres Freestyle Relay, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"4 × 100 metres Freestyle Relay, Women",Silver,0.0,1.0,0.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"4 × 100 metres Medley Relay, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,AUS,Swimming,"400 metres Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Australia
1964 Summer Olympics,16,BAH,Sailing,"Two Person Keelboat, Open",Gold,1.0,0.0,0.0,1.0,1964,The Bahamas
1964 Summer Olympics,16,BEL,Athletics,"3,000 metres Steeplechase, Men",Gold,1.0,0.0,0.0,1.0,1964,Belgium
1964 Summer Olympics,16,BEL,Cycling Road,"Road Race, Individual, Men",Bronze,0.0,0.0,1.0,1.0,1964,Belgium
1964 Summer Olympics,16,BEL,Cycling Track,"1,000 metres Time Trial, Men",Gold,1.0,0.0,0.0,1.0,1964,Belgium
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",Bronze,0.0,0.0,1.0,1.0,1964,Brazil
1964 Summer Olympics,16,BUL,Boxing,"Light-Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Featherweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Flyweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Heavyweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Light-Heavyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Light-Heavyweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Lightweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Middleweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,BUL,Wrestling,"Welterweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Bulgaria
1964 Summer Olympics,16,CAN,Athletics,"100 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Canada
1964 Summer Olympics,16,CAN,Athletics,"800 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Canada
1964 Summer Olympics,16,CAN,Judo,"Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Canada
1964 Summer Olympics,16,CAN,Rowing,"Coxless Pairs, Men",Gold,1.0,0.0,0.0,1.0,1964,Canada
1964 Summer Olympics,16,CUB,Athletics,"100 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Cuba
1964 Summer Olympics,16,DEN,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Denmark
1964 Summer Olympics,16,DEN,Cycling Road,"Road Race, Individual, Men",Silver,0.0,1.0,0.0,1.0,1964,Denmark
1964 Summer Olympics,16,DEN,Cycling Track,"Individual Pursuit, 4,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Denmark
1964 Summer Olympics,16,DEN,Rowing,"Coxless Fours, Men",Gold,1.0,0.0,0.0,1.0,1964,Denmark
1964 Summer Olympics,16,DEN,Sailing,"One Person Dinghy, Open",Bronze,0.0,0.0,1.0,1.0,1964,Denmark
1964 Summer Olympics,16,DEN,Sailing,"Three Person Keelboat, Open",Gold,1.0,0.0,0.0,1.0,1964,Denmark
1964 Summer Olympics,16,ETH,Athletics,"Marathon, Men",Gold,1.0,0.0,0.0,1.0,1964,Ethiopia
1964 Summer Olympics,16,FIN,Artistic Gymnastics,"Horse Vault, Men",Bronze,0.0,0.0,1.0,1.0,1964,Finland
1964 Summer Olympics,16,FIN,Athletics,"Javelin Throw, Men",Gold,1.0,0.0,0.0,1.0,1964,Finland
1964 Summer Olympics,16,FIN,Boxing,"Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Finland
1964 Summer Olympics,16,FIN,Shooting,"Free Pistol, 50 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Finland
1964 Summer Olympics,16,FIN,Shooting,"Rapid-Fire Pistol, 25 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Finland
1964 Summer Olympics,16,FRA,Athletics,"4 × 100 metres Relay, Men",Bronze,0.0,0.0,1.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Athletics,"800 metres, Women",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Boxing,"Light-Middleweight, Men",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Cycling Track,"1,000 metres Time Trial, Men",Bronze,0.0,0.0,1.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Cycling Track,"Sprint, Men",Bronze,0.0,0.0,1.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Equestrian Jumping,"Individual, Open",Gold,1.0,0.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Equestrian Jumping,"Team, Open",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Fencing,"Foil, Individual, Men",Bronze,0.0,0.0,1.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Fencing,"Foil, Individual, Men",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Fencing,"Foil, Team, Men",Bronze,0.0,0.0,1.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Fencing,"Sabre, Individual, Men",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Fencing,"Épée, Team, Men",Bronze,0.0,0.0,1.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Rowing,"Coxed Pairs, Men",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,FRA,Swimming,"100 metres Backstroke, Women",Silver,0.0,1.0,0.0,1.0,1964,France
1964 Summer Olympics,16,GBR,Athletics,"20 kilometres Race Walk, Men",Gold,1.0,0.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"3,000 metres Steeplechase, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"4 × 100 metres Relay, Women",Bronze,0.0,0.0,1.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"4 × 400 metres Relay, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"400 metres Hurdles, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"400 metres, Women",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"50 kilometres Race Walk, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"800 metres, Women",Gold,1.0,0.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"Long Jump, Men",Gold,1.0,0.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"Long Jump, Women",Gold,1.0,0.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"Marathon, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Athletics,"Pentathlon, Women",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Equestrian Jumping,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Fencing,"Épée, Individual, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Rowing,"Coxless Fours, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Sailing,"Two Person Heavyweight Dinghy, Open",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Swimming,"100 metres Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GBR,Weightlifting,"Middle-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Great Britain
1964 Summer Olympics,16,GER,Artistic Gymnastics,"Horse Vault, Women",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Artistic Gymnastics,"Team All-Around, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"20 kilometres Race Walk, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"5,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"80 metres Hurdles, Women",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Decathlon, Men",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Decathlon, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Discus Throw, Women",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Hammer Throw, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Pole Vault, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Pole Vault, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Athletics,"Shot Put, Women",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Boxing,"Featherweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Boxing,"Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Boxing,"Middleweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Canoe Sprint,"Kayak Doubles, 500 metres, Women",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Cycling Track,"Tandem Sprint, 2,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Cycling Track,"Team Pursuit, 4,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Diving,"Platform, Women",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Diving,"Springboard, Women",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Equestrian Dressage,"Individual, Open",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Equestrian Dressage,"Team, Open",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Equestrian Eventing,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Equestrian Eventing,"Team, Open",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Equestrian Jumping,"Individual, Open",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Equestrian Jumping,"Team, Open",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Fencing,"Foil, Individual, Women",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Fencing,"Foil, Team, Women",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Football,"Football, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Judo,"Middleweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Judo,"Open Class, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Rowing,"Coxed Fours, Men",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Rowing,"Coxless Pairs, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Rowing,"Eights, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Rowing,"Single Sculls, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Sailing,"One Person Dinghy, Open",Gold,1.0,0.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Sailing,"Three Person Keelboat, Open",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Swimming,"100 metres Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Swimming,"4 × 100 metres Freestyle Relay, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Swimming,"4 × 100 metres Medley Relay, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Swimming,"4 × 200 metres Freestyle Relay, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Swimming,"400 metres Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Swimming,"400 metres Individual Medley, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Wrestling,"Heavyweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Wrestling,"Light-Heavyweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Wrestling,"Lightweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Germany
1964 Summer Olympics,16,GER,Wrestling,"Middleweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Germany
1964 Summer Olympics,16,GHA,Boxing,"Light-Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Ghana
1964 Summer Olympics,16,HUN,Artistic Gymnastics,"Floor Exercise, Women",Bronze,0.0,0.0,1.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Artistic Gymnastics,"Uneven Bars, Women",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Athletics,"Hammer Throw, Men",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Athletics,"Javelin Throw, Men",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Athletics,"Javelin Throw, Women",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Athletics,"Shot Put, Men",Bronze,0.0,0.0,1.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Fencing,"Foil, Individual, Women",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Fencing,"Foil, Team, Women",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Fencing,"Sabre, Individual, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Fencing,"Épée, Team, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Football,"Football, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Modern Pentathlon,"Individual, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Modern Pentathlon,"Team, Men",Bronze,0.0,0.0,1.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Water Polo,"Water Polo, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Weightlifting,"Bantamweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Weightlifting,"Light-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Weightlifting,"Light-Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Wrestling,"Featherweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,HUN,Wrestling,"Heavyweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Hungary
1964 Summer Olympics,16,IND,Hockey,"Hockey, Men",Gold,1.0,0.0,0.0,1.0,1964,India
1964 Summer Olympics,16,IRI,Wrestling,"Flyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Islamic Republic of Iran
1964 Summer Olympics,16,IRI,Wrestling,"Welterweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Islamic Republic of Iran
1964 Summer Olympics,16,IRL,Boxing,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Ireland
1964 Summer Olympics,16,ITA,Artistic Gymnastics,"Floor Exercise, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Artistic Gymnastics,"Parallel Bars, Men",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Artistic Gymnastics,"Rings, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Athletics,"400 metres Hurdles, Men",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Athletics,"50 kilometres Race Walk, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Boxing,"Flyweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Boxing,"Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Boxing,"Light-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Boxing,"Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Boxing,"Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Road,"100 kilometres Team Time Trial, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Road,"Road Race, Individual, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Track,"1,000 metres Time Trial, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Track,"Individual Pursuit, 4,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Track,"Sprint, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Track,"Sprint, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Track,"Tandem Sprint, 2,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Cycling Track,"Team Pursuit, 4,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Diving,"Platform, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Equestrian Eventing,"Individual, Open",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Equestrian Eventing,"Team, Open",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Equestrian Jumping,"Team, Open",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Fencing,"Foil, Individual, Women",Bronze,0.0,0.0,1.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Fencing,"Sabre, Team, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Fencing,"Épée, Team, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Rowing,"Coxed Fours, Men",Silver,0.0,1.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,ITA,Shooting,"Trap, Men",Gold,1.0,0.0,0.0,1.0,1964,Italy
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Floor Exercise, Men",Silver,0.0,1.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Horse Vault, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Individual All-Around, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Individual All-Around, Men",Silver,0.0,1.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Parallel Bars, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Parallel Bars, Men",Silver,0.0,1.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Pommelled Horse, Men",Silver,0.0,1.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Rings, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Team All-Around, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Artistic Gymnastics,"Team All-Around, Women",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Athletics,"Marathon, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Boxing,"Bantamweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Judo,"Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Judo,"Lightweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Judo,"Middleweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Judo,"Open Class, Men",Silver,0.0,1.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Shooting,"Free Pistol, 50 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Swimming,"4 × 200 metres Freestyle Relay, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Volleyball,"Volleyball, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Volleyball,"Volleyball, Women",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Weightlifting,"Bantamweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Weightlifting,"Featherweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Weightlifting,"Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Wrestling,"Bantamweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Wrestling,"Bantamweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Wrestling,"Featherweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Wrestling,"Flyweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Wrestling,"Flyweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Japan
1964 Summer Olympics,16,JPN,Wrestling,"Lightweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Japan
1964 Summer Olympics,16,KEN,Athletics,"800 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Kenya
